_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
2421986,4155034,2017,2020,1965,PRIVATE,12,Toronto-St. Paul's,640 LAUDER AVE,10,129,2020-11-13,80,Evaluation needs to be conducted in 2 years,19,4,4,5,4,3,4,3,4,5,4,3,5,5,4,4,4,5,4,2,N/A,S1222,43.6937773713,-79.446160477,309124.445,4839092.664
2421987,4155030,2017,2020,1966,PRIVATE,12,Toronto-St. Paul's,795 VAUGHAN RD,8,106,2020-11-13,69,Evaluation needs to be conducted in 2 years,18,3,3,5,3,3,3,3,4,3,N/A,3,3,5,3,4,4,3,4,3,N/A,S1222,43.6952829956,-79.4482618257,308954.953,4839259.834
2421988,4152790,2017,2020,1960,PRIVATE,20,Scarborough Southwest,3131 EGLINTON AVE E,7,82,2020-11-13,75,Evaluation needs to be conducted in 2 years,17,4,4,4,3,4,4,N/A,4,4,N/A,4,4,4,3,3,4,4,4,3,N/A,E2027,43.7417156898,-79.2228457117,327107.906,4844454.096
2421989,4153681,2017,2020,1960,PRIVATE,19,Beaches-East York,15 EASTWOOD RD,4,24,2020-11-12,68,Evaluation needs to be conducted in 2 years,16,4,3,4,3,3,4,N/A,3,N/A,N/A,3,4,2,3,3,4,4,4,3,N/A,S1937,43.6728164425,-79.3184832171,319421.536,4836778.516
2421990,4155401,2017,2020,1969,PRIVATE,02,Etobicoke Centre,535 THE EAST MALL,7,90,2020-11-12,77,Evaluation needs to be conducted in 2 years,18,4,3,4,4,4,3,N/A,3,4,3,4,3,5,5,4,4,5,4,3,N/A,W0232,43.6517984976,-79.5625281219,299740.547,4834429.513
2421991,4153996,2018,2020,1952,PRIVATE,12,Toronto-St. Paul's,873 AVENUE RD,4,10,2020-11-12,81,Evaluation needs to be conducted in 2 years,14,3,4,5,4,4,4,N/A,4,N/A,N/A,4,4,5,4,4,4,N/A,4,N/A,N/A,S1227,43.6992180008,-79.4058760142,312371.12,4839700.014
2421992,4154499,2017,2020,1964,PRIVATE,08,Eglinton-Lawrence,3690 BATHURST ST,7,47,2020-11-12,78,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,4,4,N/A,4,4,5,4,4,3,4,3,3,N/A,N0823,43.734306073,-79.433720291,310123.458,4843596.89
2421993,4153586,2017,2020,1880,PRIVATE,13,Toronto Centre,510 ONTARIO ST,3,13,2020-11-12,67,Evaluation needs to be conducted in 2 years,14,3,4,4,3,3,3,N/A,3,N/A,N/A,3,3,5,3,3,3,N/A,4,N/A,N/A,S1323,43.6651686384,-79.3714234389,315153.909,4835920.951
2421994,4154439,NA,2020,1954,PRIVATE,06,York Centre,2988 KEELE ST,3,11,2020-11-12,67,Evaluation needs to be conducted in 2 years,15,3,4,4,3,3,3,N/A,4,N/A,N/A,3,3,5,3,3,3,N/A,4,2,N/A,N0627,43.736204601,-79.484886345,306001.724,4843805.792
2421995,4154438,2018,2020,1952,PRIVATE,06,York Centre,2990 KEELE ST,3,11,2020-11-12,74,Evaluation needs to be conducted in 2 years,16,3,4,4,4,3,4,N/A,4,N/A,4,3,4,5,3,4,3,N/A,4,3,N/A,N0627,43.736373339,-79.484931855,305998.055,4843824.537
2421996,4154442,2017,2020,1959,PRIVATE,06,York Centre,3020 KEELE ST,3,39,2020-11-12,72,Evaluation needs to be conducted in 2 years,15,3,3,5,3,4,4,N/A,3,N/A,N/A,4,3,5,3,3,4,N/A,4,3,N/A,N0627,43.737973065,-79.485310164,305967.553,4844002.249
2421997,4153470,2017,2020,1940,PRIVATE,13,Toronto Centre,1 HOMEWOOD AVE,4,67,2020-11-12,73,Evaluation needs to be conducted in 2 years,15,4,4,5,2,3,3,N/A,3,3,N/A,3,4,5,4,4,4,N/A,4,N/A,N/A,S1326,43.663246011,-79.374195362,314930.417,4835707.967
2421998,4155425,2017,2020,1967,PRIVATE,01,Etobicoke North,5 JANSUSIE RD,3,45,2020-11-12,65,Evaluation needs to be conducted in 1 year,17,4,3,3,3,3,3,N/A,3,N/A,3,3,4,5,3,3,3,3,3,3,N/A,W0129,43.72849773,-79.575411361,298591.273,4843220.455
2421999,4155426,2017,2020,1967,PRIVATE,01,Etobicoke North,15 JANSUSIE RD,3,45,2020-11-12,66,Evaluation needs to be conducted in 2 years,17,3,3,4,3,3,3,N/A,3,N/A,2,4,4,4,4,3,4,3,3,3,N/A,W0129,43.729325196,-79.57582247,298619.876,4843140.267
2422000,4154440,2018,2020,1965,PRIVATE,06,York Centre,2960 KEELE ST,3,41,2020-11-12,63,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,3,N/A,2,3,3,3,3,5,3,3,3,4,4,3,N/A,N0627,43.735849503,-79.484562864,306027.788,4843766.348
2422001,4152621,2017,2020,1956,PRIVATE,20,Scarborough Southwest,64 HARRIS PARK DR,3,11,2020-11-12,80,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,N/A,3,N/A,N/A,4,4,5,4,4,4,N/A,4,4,N/A,E2021,43.7221951584,-79.2984586067,321022.987,4842268.005
2422002,4152620,2017,2020,1956,PRIVATE,20,Scarborough Southwest,68 HARRIS PARK DR,3,11,2020-11-12,80,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,N/A,3,N/A,4,4,4,5,4,4,4,N/A,4,4,N/A,E2021,43.722488216,-79.2987114556,321002.536,4842300.513
2422003,4152690,2017,2020,1958,PRIVATE,20,Scarborough Southwest,709 KENNEDY RD,6,79,2020-11-12,80,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,N/A,4,4,N/A,4,3,5,4,4,4,4,4,4,N/A,E2023,43.7281374387,-79.2656668508,323663.167,4842935.041
2422004,4152691,2018,2020,1958,PRIVATE,20,Scarborough Southwest,711 KENNEDY RD,6,79,2020-11-12,69,Evaluation needs to be conducted in 2 years,17,3,4,4,3,3,4,N/A,4,3,N/A,3,4,3,3,3,3,4,4,4,N/A,E2023,43.7287077114,-79.2659054509,323643.766,4842998.342
2422005,4155394,2017,2020,1969,PRIVATE,02,Etobicoke Centre,545 THE WEST MALL,16,312,2020-11-12,79,Evaluation needs to be conducted in 2 years,20,5,3,5,3,3,5,4,5,4,3,4,2,4,4,4,4,4,5,3,5,W0231,43.651935308,-79.568128213,299175.535,4834432.713
2422006,4155133,2017,2020,1968,PRIVATE,05,York South-Weston,80 CLOUSTON AVE,3,17,2020-11-12,89,Evaluation needs to be conducted in 3 years,16,4,4,4,4,4,3,N/A,4,N/A,5,5,5,5,5,5,5,N/A,5,4,N/A,W0527,43.6945334826,-79.5084369009,304104.346,4839175.411
2422007,4154496,2017,2020,1968,PRIVATE,08,Eglinton-Lawrence,3000 DUFFERIN ST,18,287,2020-11-12,81,Evaluation needs to be conducted in 2 years,20,4,4,5,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,N0826,43.71108689,-79.45503098,308408.116,4841016.189
2422008,4155135,2017,2020,1958,PRIVATE,05,York South-Weston,21 DENISON RD E,3,17,2020-11-12,72,Evaluation needs to be conducted in 2 years,15,3,4,5,3,4,3,N/A,3,N/A,N/A,3,3,4,4,4,4,N/A,4,3,N/A,W0527,43.696366279,-79.506408632,304267.6,4839379.961
2422009,4155352,2017,2020,1953,PRIVATE,01,Etobicoke North,17 RIVERVIEW HTS,4,14,2020-11-12,72,Evaluation needs to be conducted in 2 years,17,4,4,4,4,3,3,N/A,4,N/A,3,3,5,5,3,4,4,3,3,2,N/A,W0136,43.701599074,-79.527506087,302574.77,4839958.836
2422010,4153487,2017,2020,1923,PRIVATE,13,Toronto Centre,33 MAITLAND ST,3,37,2020-11-12,77,Evaluation needs to be conducted in 2 years,15,4,4,3,4,4,4,N/A,5,N/A,N/A,4,4,3,4,4,4,N/A,3,4,N/A,S1326,43.663884679,-79.382638254,314249.384,4835777.947
2422011,4153493,2017,2020,1928,PRIVATE,13,Toronto Centre,56 MAITLAND ST,4,47,2020-11-12,77,Evaluation needs to be conducted in 2 years,15,4,4,5,3,4,4,N/A,4,N/A,N/A,4,3,4,4,4,4,N/A,4,3,N/A,S1326,43.66485273,-79.381363791,314352.022,4835885.626
2422012,4155772,2017,2020,1951,PRIVATE,03,Etobicoke-Lakeshore,2407 LAKE SHORE BLVD W,3,22,2020-11-12,79,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,3,N/A,4,N/A,N/A,4,5,4,4,4,3,N/A,4,3,N/A,W0336,43.6142313948,-79.4887162649,305695.096,4830254.277
2422013,4155771,2017,2020,1958,PRIVATE,03,Etobicoke-Lakeshore,2495 LAKE SHORE BLVD W,3,45,2020-11-12,73,Evaluation needs to be conducted in 2 years,16,4,3,4,3,3,3,N/A,4,N/A,3,4,4,5,4,3,4,N/A,4,3,N/A,W0336,43.6123424282,-79.4891538112,305659.804,4830044.418
2422014,4155500,2017,2020,1952,PRIVATE,03,Etobicoke-Lakeshore,2521 LAKE SHORE BLVD W,3,37,2020-11-12,77,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,3,N/A,3,N/A,N/A,4,4,5,3,4,4,N/A,4,3,N/A,W0336,43.6101831739,-79.4899009077,305599.525,4829804.528
2422015,4155499,2017,2020,1952,PRIVATE,03,Etobicoke-Lakeshore,2529 LAKE SHORE BLVD W,4,61,2020-11-12,83,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,3,N/A,4,N/A,N/A,4,4,5,4,4,4,4,4,5,N/A,W0336,43.6100510941,-79.4881859662,305737.962,4829789.871
2422016,4155498,2017,2020,1952,PRIVATE,03,Etobicoke-Lakeshore,2531 LAKE SHORE BLVD W,6,110,2020-11-12,84,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,3,N/A,4,4,N/A,4,5,5,4,4,4,4,4,5,N/A,W0336,43.6100722111,-79.4872983362,305809.615,4829792.226
2422017,4155497,2017,2020,1952,PRIVATE,03,Etobicoke-Lakeshore,2537 LAKE SHORE BLVD W,3,75,2020-11-12,84,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,3,N/A,4,N/A,N/A,4,5,5,4,4,4,4,4,5,N/A,W0336,43.6096967981,-79.4880818409,305746.372,4829750.512
2422018,4155225,2017,2020,1973,PRIVATE,03,Etobicoke-Lakeshore,8 LOMOND DR,24,183,2020-11-12,79,Evaluation needs to be conducted in 2 years,19,4,4,5,3,4,4,4,4,5,3,3,5,5,4,4,4,3,4,3,N/A,W0325,43.6463454422,-79.5227554263,302948.491,4833822.241
2422019,4153488,2017,2020,1979,PRIVATE,13,Toronto Centre,25 WELLESLEY ST E,9,47,2020-11-12,76,Evaluation needs to be conducted in 2 years,17,4,3,3,4,N/A,5,4,3,4,N/A,4,4,3,4,4,4,4,4,4,N/A,S1326,43.664890999,-79.383181646,314205.404,4835889.677
2422020,4155022,2017,2020,1957,PRIVATE,12,Toronto-St. Paul's,481 VAUGHAN RD,7,97,2020-11-12,76,Evaluation needs to be conducted in 2 years,17,4,3,5,4,4,3,N/A,4,4,N/A,3,4,5,3,4,3,4,4,4,N/A,S1223,43.689882743,-79.435179809,310009.678,4838661.56
2422021,4155012,2017,2020,1955,PRIVATE,12,Toronto-St. Paul's,440 WINONA DR,6,130,2020-11-12,76,Evaluation needs to be conducted in 2 years,18,4,4,5,3,4,4,N/A,4,3,4,3,4,5,3,4,4,2,4,4,N/A,S1222,43.6884054492,-79.4358516608,309955.895,4838496.442
2422022,4155011,2017,2020,1960,PRIVATE,12,Toronto-St. Paul's,450 WINONA DR,6,124,2020-11-12,79,Evaluation needs to be conducted in 2 years,17,4,4,5,4,3,4,N/A,3,5,N/A,4,4,5,3,3,4,4,4,4,N/A,S1222,43.6888376633,-79.435821172,309958.319,4838544.46
2422023,4155029,2017,2020,1977,PRIVATE,12,Toronto-St. Paul's,787 VAUGHAN RD,4,38,2020-11-12,93,Evaluation needs to be conducted in 3 years,14,5,5,5,4,4,4,N/A,5,N/A,N/A,4,4,5,5,5,5,N/A,5,N/A,N/A,S1222,43.6952218624,-79.4479601796,308979.273,4839253.057
2422024,4155136,2017,2020,1951,PRIVATE,05,York South-Weston,1693 WESTON RD,3,12,2020-11-12,72,Evaluation needs to be conducted in 2 years,15,3,3,4,3,3,3,N/A,4,N/A,N/A,4,3,5,3,4,4,N/A,4,4,N/A,W0527,43.6974801662,-79.5092622699,304037.854,4839502.786
2422025,4154718,2017,2020,1963,PRIVATE,18,Willowdale,6000 YONGE ST,18,265,2020-11-12,82,Evaluation needs to be conducted in 2 years,18,4,5,5,3,4,4,3,4,4,N/A,4,5,5,4,4,5,4,4,3,N/A,N1822,43.7883911434,-79.4180400688,311380.957,4849605.708
2422026,4154409,2018,2020,1967,PRIVATE,06,York Centre,5 AGATE RD,11,118,2020-11-12,68,Evaluation needs to be conducted in 2 years,19,3,4,5,3,3,4,2,3,3,3,3,3,5,3,4,3,4,4,3,N/A,N0627,43.7272498456,-79.4852956,305969.165,4842810.005
2422027,4154492,2017,2020,1958,PRIVATE,08,Eglinton-Lawrence,47 EUPHRASIA DR,3,26,2020-11-10,82,Evaluation needs to be conducted in 2 years,18,4,5,3,4,5,4,N/A,4,4,4,4,4,5,4,4,4,4,4,4,N/A,N0826,43.7124216861,-79.4606406052,307956.246,4841163.303
2422028,4152952,2017,2020,1963,PRIVATE,04,Parkdale-High Park,115 TYNDALL AVE,10,108,2020-11-10,82,Evaluation needs to be conducted in 2 years,19,5,4,5,4,5,3,4,3,4,4,4,5,4,4,4,4,4,4,4,N/A,S0437,43.6370713769,-79.4279645858,310596.655,4832793.975
2422029,4152788,2017,2020,1953,PRIVATE,20,Scarborough Southwest,3111 EGLINTON AVE E,6,68,2020-11-10,71,Evaluation needs to be conducted in 2 years,18,3,3,4,4,3,4,4,3,4,N/A,3,3,5,3,4,4,4,3,3,N/A,E2027,43.7415952202,-79.2240381371,327011.907,4844440.398
2422030,4154475,2017,2020,1973,PRIVATE,07,Humber River-Black Creek,35 FOUNTAINHEAD RD,22,370,2020-11-10,87,Evaluation needs to be conducted in 3 years,18,4,4,5,4,4,5,4,4,5,N/A,4,5,4,4,4,5,4,5,4,N/A,W0726,43.761108533,-79.503752985,304482.17,4846572.389
2422031,4154474,2017,2020,1972,PRIVATE,07,Humber River-Black Creek,40 FOUNTAINHEAD RD,22,370,2020-11-10,82,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,5,4,4,4,N/A,4,4,4,3,4,5,3,5,4,N/A,W0726,43.762581653,-79.504256907,304441.6,4846736.049
2422032,4152679,2017,2020,1971,PRIVATE,20,Scarborough Southwest,2225 EGLINTON AVE E,6,94,2020-11-10,81,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,4,4,3,4,N/A,4,4,5,4,5,4,4,5,4,4,E2023,43.729677828,-79.276229104,322811.499,4843104.772
2422033,4152680,2017,2020,1958,PRIVATE,20,Scarborough Southwest,2231 EGLINTON AVE E,6,110,2020-11-10,79,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,N/A,4,4,N/A,4,3,4,4,4,4,4,4,4,N/A,E2023,43.729743761,-79.275420911,322876.591,4843112.275
2422034,4152681,2017,2020,1958,PRIVATE,20,Scarborough Southwest,2233 EGLINTON AVE E,6,110,2020-11-10,81,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,N/A,4,4,N/A,4,4,5,4,4,4,4,4,4,N/A,E2023,43.729840133,-79.274983998,322911.762,4843123.078
2422035,4154230,2017,2020,1971,PRIVATE,07,Humber River-Black Creek,2850 JANE ST,13,156,2020-11-10,71,Evaluation needs to be conducted in 2 years,19,4,3,3,3,3,4,3,3,4,N/A,3,4,4,3,4,4,3,5,3,4,W0729,43.750094613,-79.516913628,303422.212,4845348.952
2422036,4155006,2017,2020,1955,PRIVATE,12,Toronto-St. Paul's,1065 EGLINTON AVE W,4,34,2020-11-10,75,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,4,N/A,2,4,N/A,4,3,5,3,3,3,N/A,4,N/A,N/A,S1224,43.6988987568,-79.4340201951,310102.647,4839662.339
2422037,4155005,2017,2020,1955,PRIVATE,12,Toronto-St. Paul's,1071 EGLINTON AVE W,3,33,2020-11-10,75,Evaluation needs to be conducted in 2 years,16,3,4,5,4,4,3,N/A,2,N/A,4,4,4,5,3,3,4,N/A,4,4,N/A,S1224,43.6988240231,-79.4343514595,310075.95,4839654.014
2422038,4155003,2017,2020,1949,PRIVATE,12,Toronto-St. Paul's,1996 BATHURST ST,4,39,2020-11-10,79,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,N/A,2,4,N/A,5,5,5,4,3,3,N/A,4,3,N/A,S1224,43.6991289014,-79.425200068,310813.582,4839688.522
2422039,4155002,2017,2020,1954,PRIVATE,12,Toronto-St. Paul's,1998 BATHURST ST,3,19,2020-11-10,64,Evaluation needs to be conducted in 1 year,16,3,4,5,2,3,2,N/A,3,N/A,4,3,3,4,3,3,3,N/A,3,3,N/A,S1224,43.699408188,-79.425298336,310805.371,4839720.498
2422040,4153366,2017,2020,1926,PRIVATE,12,Toronto-St. Paul's,400 AVENUE RD,4,41,2020-11-10,84,Evaluation needs to be conducted in 2 years,17,4,4,5,5,4,5,N/A,4,N/A,3,4,3,5,4,5,5,4,4,3,N/A,S1237,43.6826975439,-79.4006048601,312798.171,4837865.095
2422041,4153486,2017,2020,1968,PRIVATE,13,Toronto Centre,100 ALEXANDER ST,12,96,2020-11-10,74,Evaluation needs to be conducted in 2 years,19,4,4,5,3,3,4,3,3,4,4,3,4,3,4,4,4,4,4,3,N/A,S1326,43.6641619553,-79.3792187274,314525.392,4835808.179
2422042,4153199,2017,2020,2004,PRIVATE,11,University-Rosedale,25 BEDFORD RD,8,62,2020-11-10,86,Evaluation needs to be conducted in 3 years,18,5,4,5,4,4,4,N/A,4,4,4,4,4,5,5,4,5,4,4,4,N/A,S1127,43.670003806,-79.397710763,313032.908,4836456.077
2422043,4154994,2017,2020,1955,PRIVATE,12,Toronto-St. Paul's,1592 BATHURST ST,4,35,2020-11-10,68,Evaluation needs to be conducted in 2 years,15,3,4,5,3,3,3,N/A,4,N/A,N/A,3,3,5,3,3,3,N/A,3,3,N/A,S1229,43.6876466507,-79.4205557001,311189.091,4838413.224
2422044,4154993,2017,2020,1948,PRIVATE,12,Toronto-St. Paul's,1594 BATHURST ST,3,22,2020-11-10,69,Evaluation needs to be conducted in 2 years,14,3,3,5,3,3,3,N/A,4,N/A,N/A,3,3,5,3,3,3,N/A,4,N/A,N/A,S1229,43.687863917,-79.4206373441,311182.487,4838437.357
2422045,4167463,2017,2020,2006,TCHC,13,Toronto Centre,184 RIVER ST,3,54,2020-11-10,61,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,N/A,3,N/A,N/A,3,3,5,3,3,3,2,3,3,N/A,S1330,43.662770772,-79.35927116,316143.84,4835667.148
2422046,4153477,2017,2020,1927,PRIVATE,13,Toronto Centre,134 CARLTON ST,3,35,2020-11-10,73,Evaluation needs to be conducted in 2 years,14,3,3,5,3,4,4,N/A,4,N/A,N/A,4,4,3,3,4,4,N/A,3,N/A,N/A,S1326,43.663016124,-79.375476419,314827.134,4835682.272
2422047,4153476,2017,2020,1973,PRIVATE,13,Toronto Centre,140 CARLTON ST,23,375,2020-11-10,82,Evaluation needs to be conducted in 2 years,19,5,5,5,4,4,4,3,4,3,3,5,4,5,4,4,4,4,4,4,N/A,S1326,43.66315507,-79.375194012,314849.888,4835697.742
2422048,4154301,2017,2020,1957,PRIVATE,05,York South-Weston,2368 KEELE ST,4,47,2020-11-10,81,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,N/A,4,N/A,3,4,4,5,4,4,4,N/A,4,4,N/A,W0529,43.70619654,-79.478133779,306573.365,4840472.875
2422049,4154300,2017,2020,1957,PRIVATE,05,York South-Weston,2370 KEELE ST,4,46,2020-11-10,83,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,N/A,4,N/A,4,4,5,5,4,4,4,N/A,4,3,N/A,W0529,43.706451929,-79.478254085,306536.791,4840500.558
2422050,4152994,2017,2020,1959,PRIVATE,04,Parkdale-High Park,90 JAMESON AVE,7,61,2020-11-10,72,Evaluation needs to be conducted in 2 years,17,3,4,5,4,4,4,N/A,3,2,N/A,4,4,5,3,4,3,3,4,2,N/A,S0437,43.6343822215,-79.4353464505,310001.272,4832494.781
2422051,4152987,2017,2020,1956,PRIVATE,04,Parkdale-High Park,146 JAMESON AVE,4,28,2020-11-10,81,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,3,N/A,4,N/A,4,4,4,5,4,4,4,N/A,4,4,N/A,S0437,43.6369325333,-79.4362160328,309930.895,4832778.044
2422052,4155221,2017,2020,1970,PRIVATE,03,Etobicoke-Lakeshore,620 EVANS AVE,3,25,2020-11-10,74,Evaluation needs to be conducted in 2 years,19,4,3,5,4,3,3,N/A,4,3,4,4,3,5,4,4,3,2,4,4,4,W0330,43.610802275,-79.550398922,300715.866,4829875.377
2422053,4154419,2017,2020,1950,PRIVATE,06,York Centre,2880 KEELE ST,3,11,2020-11-10,70,Evaluation needs to be conducted in 2 years,16,4,3,4,3,3,4,N/A,4,N/A,3,2,3,5,4,3,3,N/A,4,4,N/A,N0627,43.7330831623,-79.4839523321,306088.5,4843477.583
2422054,4154416,2017,2020,1955,PRIVATE,06,York Centre,2816 KEELE ST,3,12,2020-11-10,71,Evaluation needs to be conducted in 2 years,15,3,4,4,3,3,3,N/A,4,N/A,N/A,3,3,5,4,4,3,N/A,4,3,N/A,N0627,43.729460131,-79.483123472,306144.125,4843055.59
2422055,4154415,2017,2020,1972,PRIVATE,06,York Centre,2818 KEELE ST,3,11,2020-11-10,68,Evaluation needs to be conducted in 2 years,16,4,3,4,3,2,4,N/A,4,N/A,4,2,3,5,3,3,3,N/A,4,3,N/A,N0627,43.7296930914,-79.4831794143,306139.614,4843081.47
2422056,4154424,2017,2020,1955,PRIVATE,06,York Centre,2854 KEELE ST,3,11,2020-11-10,78,Evaluation needs to be conducted in 2 years,16,4,4,4,5,3,3,N/A,4,N/A,4,4,4,5,4,4,3,N/A,4,3,N/A,N0627,43.7316216812,-79.4836767511,306099.513,4843295.718
2422057,4154422,2017,2020,1960,PRIVATE,06,York Centre,2864 KEELE ST,3,11,2020-11-10,83,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,5,N/A,4,N/A,N/A,5,5,5,3,5,4,N/A,3,3,N/A,N0627,43.7321402537,-79.4838447849,306085.967,4843353.326
2422058,4154229,2017,2020,1968,PRIVATE,07,Humber River-Black Creek,2770 JANE ST,4,144,2020-11-10,75,Evaluation needs to be conducted in 2 years,19,3,3,4,4,4,4,3,4,3,4,3,3,5,3,4,4,4,5,4,N/A,W0729,43.7474006174,-79.5159466744,303500.287,4845048.686
2422059,4154239,2017,2020,1975,PRIVATE,07,Humber River-Black Creek,2775 JANE ST,17,198,2020-11-10,69,Evaluation needs to be conducted in 2 years,17,3,3,3,3,N/A,4,3,4,4,N/A,3,3,5,3,4,4,3,4,3,N/A,W0730,43.7486644671,-79.5146201429,303607.148,4845189.076
2422060,4152988,2017,2020,1955,PRIVATE,04,Parkdale-High Park,140 JAMESON AVE,4,23,2020-11-10,83,Evaluation needs to be conducted in 2 years,15,5,4,5,4,4,3,N/A,4,N/A,N/A,4,4,5,4,4,4,N/A,4,4,N/A,S0437,43.6366770656,-79.4361176047,309938.858,4832749.67
2422061,4155519,2017,2020,1958,PRIVATE,03,Etobicoke-Lakeshore,50 FOURTH ST,3,11,2020-11-10,81,Evaluation needs to be conducted in 2 years,15,4,4,5,4,3,4,N/A,4,N/A,N/A,4,4,5,4,4,4,N/A,4,4,N/A,W0335,43.5991188211,-79.5012245162,304685.481,4828575.294
2422062,4153232,2017,2020,1958,PRIVATE,11,University-Rosedale,267 ST GEORGE ST,10,63,2020-11-10,82,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,N/A,4,4,4,4,4,5,4,4,4,4,4,4,N/A,S1127,43.6735332714,-79.4021494997,312674.784,4836846.799
2422063,4153615,2017,2020,1978,TCHC,14,Toronto-Danforth,80 DANFORTH AVE,5,131,2020-11-10,74,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,4,4,4,4,N/A,3,3,3,4,3,4,4,4,4,3,S1424,43.6763304427,-79.3597559522,316092.805,4837162.489
2422064,4155311,2017,2020,1955,PRIVATE,02,Etobicoke Centre,309 THE KINGSWAY,4,34,2020-11-10,80,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,N/A,3,N/A,N/A,3,4,5,4,4,4,4,4,4,N/A,W0229,43.6648936941,-79.522593185,302962.211,4835882.832
2422065,4153472,2017,2020,1963,PRIVATE,13,Toronto Centre,392 SHERBOURNE ST,10,128,2020-11-10,81,Evaluation needs to be conducted in 2 years,18,4,4,5,3,5,4,5,3,5,N/A,4,3,5,4,3,5,4,4,3,N/A,S1326,43.6640961132,-79.3738282072,314960.149,4835801.501
2422066,4154727,2017,2020,1968,PRIVATE,18,Willowdale,5 TANGREEN CRT,18,214,2020-11-10,89,Evaluation needs to be conducted in 3 years,19,5,5,5,4,5,5,3,4,4,5,5,5,5,3,4,5,5,4,4,N/A,N1822,43.796156565,-79.425260494,310798.795,4850468.83
2422067,4154726,2017,2020,1968,PRIVATE,18,Willowdale,15 TANGREEN CRT,18,214,2020-11-10,91,Evaluation needs to be conducted in 3 years,19,5,5,5,4,5,5,3,4,4,5,5,5,5,4,4,5,5,4,4,N/A,N1822,43.79522866,-79.425192074,310804.393,4850365.749
2422068,4155600,2017,2020,1973,TCHC,13,Toronto Centre,155 SHERBOURNE ST,16,301,2020-11-10,67,Evaluation needs to be conducted in 2 years,18,3,3,4,3,4,3,3,4,3,N/A,3,4,5,3,3,3,3,3,3,N/A,S1329,43.6555922823,-79.3695219097,315308.923,4834857.287
2422069,4153237,2017,2020,1965,PRIVATE,11,University-Rosedale,276 ST GEORGE ST,9,88,2020-11-10,78,Evaluation needs to be conducted in 2 years,19,3,4,5,3,4,3,4,4,4,4,4,4,5,4,3,3,5,4,4,N/A,S1127,43.6735780658,-79.4030693901,312600.601,4836851.692
2422070,4153233,2017,2020,1971,PRIVATE,11,University-Rosedale,277-283 ST GEORGE ST,10,74,2020-11-10,78,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,3,4,4,4,4,4,4,5,3,4,4,3,3,4,N/A,S1127,NA,NA,312646.701,4836883.399
2422071,4152961,2017,2020,1960,PRIVATE,04,Parkdale-High Park,75 SPENCER AVE,9,71,2020-11-10,70,Evaluation needs to be conducted in 2 years,18,4,4,5,3,4,4,N/A,4,3,3,3,4,4,3,3,3,3,4,2,N/A,S0437,43.636789032,-79.429849981,310444.292,4832763.44
